Year,Month,Highest,MHHW,MHW,MSL,MTL,MLW,MLLW,DTL,GT,MN,DHQ,DLQ,HWI,LWI,Lowest,Inferred,Datum,nwlon_station_id
1976,12,2.415,2.125,,1.198,,,-0.17,0.976,2.295,,,,,,-1.033,0,NAVD,9444090
1977,1,2.299,2.073,,1.156,,,-0.188,0.942,2.262,,,,,,-0.8740000000000001,0,NAVD,9444090
1977,2,2.454,1.994,,1.195,,,0.001,0.997,1.993,,,,,,-0.5760000000000001,0,NAVD,9444090
1977,3,2.418,1.802,1.705,1.113,1.126,0.5429999999999999,0.052000000000000005,0.927,1.75,1.161,0.098,0.491,10.09,3.63,-0.344,0,NAVD,9444090
1977,4,2.046,1.72,1.577,0.97,0.976,0.376,-0.121,0.799,1.841,1.2009999999999998,0.14300000000000002,0.4970000000000001,10.14,4.46,-0.7,0,NAVD,9444090
1977,5,2.329,1.936,,1.153,,,-0.173,0.8809999999999999,2.109,,,,,,-0.85,0,NAVD,9444090
1977,6,2.25,1.97,1.717,1.046,1.071,0.421,-0.341,0.815,2.31,1.295,0.253,0.762,10.52,4.39,-1.136,0,NAVD,9444090
1977,7,2.244,1.945,1.7080000000000002,1.028,1.046,0.385,-0.32299999999999995,0.812,2.268,1.3230000000000002,0.238,0.7070000000000001,9.63,4.24,-1.103,0,NAVD,9444090
1977,8,2.076,1.951,,1.128,,,-0.018000000000000002,0.967,1.969,,,,,,-0.5539999999999999,0,NAVD,9444090
1977,9,2.189,1.881,1.7719999999999998,1.165,1.165,0.562,0.122,1.0,1.759,1.21,0.11,0.439,10.94,4.51,-0.109,0,NAVD,9444090
1977,10,2.232,1.884,1.769,1.159,1.171,0.5710000000000001,0.022,0.952,1.862,1.198,0.116,0.5489999999999999,10.56,4.43,-0.597,0,NAVD,9444090
1977,11,2.491,2.091,,1.256,,,-0.021,1.034,2.112,,,,,,-0.6609999999999999,0,NAVD,9444090
1977,12,2.756,2.271,,1.375,,,0.016,1.144,2.256,,,,,,-0.728,0,NAVD,9444090
1978,1,2.887,2.302,,1.409,,,0.129,1.214,2.173,,,,,,-0.7340000000000001,0,NAVD,9444090
1978,2,2.853,2.174,,1.366,,,0.211,1.192,1.963,,,,,,-0.313,0,NAVD,9444090
1978,3,2.293,1.93,,1.208,,,0.116,1.022,1.814,,,,,,-0.198,0,NAVD,9444090
1978,4,2.207,1.906,,1.171,,,0.058,0.982,1.847,,,,,,-0.5329999999999999,0,NAVD,9444090
1978,5,2.192,1.89,,1.046,,,-0.155,0.866,2.045,,,,,,-0.944,0,NAVD,9444090
1978,6,2.262,1.951,1.695,1.055,1.071,0.446,-0.252,0.848,2.204,1.25,0.256,0.698,10.54,4.48,-1.085,0,NAVD,9444090
1978,7,,1.948,,1.055,,,-0.264,0.8420000000000001,2.213,,,,,,,5,NAVD,9444090
1978,8,2.177,1.906,1.7380000000000002,1.107,1.119,0.504,-0.079,0.915,1.984,1.234,0.168,0.5820000000000001,10.76,4.49,-0.7609999999999999,0,NAVD,9444090
1978,9,2.208,1.875,1.771,1.168,1.1740000000000002,0.58,0.138,1.006,1.737,1.192,0.104,0.442,10.7,4.46,-0.277,0,NAVD,9444090
1978,10,2.067,1.835,1.705,1.086,1.089,0.473,0.006999999999999999,0.921,1.829,1.231,0.131,0.466,10.5,4.49,-0.38,0,NAVD,9444090
1978,11,2.323,1.942,1.732,1.086,1.101,0.47,-0.207,0.866,2.149,1.262,0.21,0.677,10.42,4.5,-0.71,0,NAVD,9444090
1978,12,2.207,2.049,1.79,1.107,1.132,0.473,-0.344,0.851,2.393,1.317,0.259,0.8170000000000001,10.46,4.32,-1.28,0,NAVD,9444090
1979,1,2.317,2.067,1.881,1.144,1.144,0.406,-0.228,0.918,2.295,1.475,0.18600000000000005,0.634,,,-1.081,0,NAVD,9444090
1979,2,2.494,2.131,1.976,1.3230000000000002,1.314,0.6559999999999999,0.135,1.131,1.996,1.32,0.155,0.521,,,-0.258,0,NAVD,9444090
1979,3,2.326,1.884,1.768,1.162,1.168,0.5710000000000001,0.119,1.0,1.765,1.198,0.116,0.451,10.75,4.47,-0.28300000000000003,0,NAVD,9444090
1979,4,2.052,1.838,1.7009999999999998,1.098,1.101,0.5,-0.039,0.9,1.878,1.2009999999999998,0.13699999999999998,0.539,10.6,4.51,-0.575,0,NAVD,9444090
1979,5,2.101,1.857,1.662,1.043,1.061,0.464,-0.201,0.83,2.057,1.198,0.195,0.664,10.46,4.52,-0.728,0,NAVD,9444090
1979,6,2.07,1.887,1.643,1.006,1.025,0.406,-0.298,0.7929999999999999,2.185,1.237,0.244,0.7040000000000001,10.46,4.46,-0.929,0,NAVD,9444090
1979,7,2.329,1.967,1.71,1.086,1.101,0.488,-0.155,0.906,2.121,1.222,0.256,0.643,10.56,4.37,-0.8220000000000001,0,NAVD,9444090
1979,8,2.131,1.909,1.704,1.086,1.095,0.485,-0.079,0.915,1.99,1.219,0.204,0.564,10.79,4.32,-0.96,0,NAVD,9444090
1979,9,2.219,1.854,1.75,1.134,1.147,0.5429999999999999,0.046,0.952,1.807,1.207,0.104,0.494,10.63,4.45,-0.408,0,NAVD,9444090
1979,10,2.2840000000000003,1.951,1.823,1.205,1.214,0.601,0.113,1.034,1.838,1.222,0.131,0.488,10.51,4.47,-0.429,0,NAVD,9444090
1979,11,2.3480000000000003,2.046,1.842,1.195,1.214,0.589,-0.033,1.006,2.082,1.25,0.207,0.625,10.3,4.53,-0.563,0,NAVD,9444090
1979,12,2.6710000000000003,2.256,1.985,1.329,1.351,0.72,-0.073,1.092,2.332,1.265,0.274,0.792,10.62,4.21,-0.7190000000000001,0,NAVD,9444090
1980,1,2.68,2.174,1.951,1.275,1.259,0.5710000000000001,-0.152,1.009,2.323,1.381,0.223,0.722,,,-0.944,0,NAVD,9444090
1980,2,2.485,2.11,1.96,1.308,1.3259999999999998,0.6920000000000001,0.092,1.101,2.018,1.268,0.152,0.597,,,-0.6609999999999999,0,NAVD,9444090
1980,3,2.241,1.896,1.802,1.208,1.208,0.616,0.183,1.04,1.713,1.186,0.094,0.433,,,-0.304,0,NAVD,9444090
1980,4,2.216,1.887,1.7380000000000002,1.137,1.147,0.5579999999999999,0.058,0.973,1.829,1.18,0.149,0.5,10.57,4.51,-0.478,0,NAVD,9444090
1980,5,2.189,1.912,1.71,1.08,1.101,0.491,-0.161,0.875,2.076,1.219,0.204,0.652,10.38,4.44,-0.8859999999999999,0,NAVD,9444090
1980,6,2.247,1.997,1.753,1.095,1.122,0.491,-0.234,0.8809999999999999,2.231,1.259,0.244,0.725,10.44,4.39,-0.856,0,NAVD,9444090
1980,7,2.174,1.951,1.726,1.0490000000000002,1.055,0.385,-0.271,0.8420000000000001,2.222,1.341,0.226,0.655,,,-0.862,0,NAVD,9444090
1980,8,2.095,1.945,1.735,1.092,1.101,0.467,-0.091,0.927,2.036,1.268,0.21,0.5579999999999999,10.57,4.35,-0.664,0,NAVD,9444090
1980,9,2.186,1.838,1.741,1.113,1.125,0.51,-0.018000000000000002,0.912,1.853,1.231,0.098,0.524,10.63,4.42,-0.298,0,NAVD,9444090
1980,10,2.268,1.838,1.732,1.107,1.122,0.513,0.034,0.936,1.801,1.219,0.107,0.479,10.53,4.48,-0.731,0,NAVD,9444090
1980,11,2.521,2.052,1.848,1.217,1.229,0.61,0.055,1.055,1.996,1.237,0.204,0.555,,,-1.0659999999999998,0,NAVD,9444090
1980,12,2.643,2.216,1.979,1.305,1.342,0.705,-0.048,1.086,2.265,1.274,0.238,0.753,,,-0.792,0,NAVD,9444090
1981,1,2.54,2.198,2.015,1.29,1.29,0.564,-0.045,1.0759999999999998,2.24,1.454,0.18,0.607,,,-0.74,0,NAVD,9444090
1981,2,2.476,2.021,1.887,1.226,1.22,0.5489999999999999,0.001,1.012,2.021,1.338,0.134,0.5489999999999999,,,-0.6609999999999999,0,NAVD,9444090
1981,3,2.0340000000000003,1.878,1.781,1.165,1.189,0.598,0.037000000000000005,0.958,1.841,1.18,0.101,0.561,,4.5,-0.359,0,NAVD,9444090
1981,4,2.104,1.835,1.707,1.092,1.104,0.5,-0.027000000000000003,0.903,1.859,1.207,0.128,0.527,,,-0.536,0,NAVD,9444090
1981,5,2.253,1.933,1.723,1.0759999999999998,1.101,0.476,-0.155,0.888,2.088,1.244,0.21,0.631,10.44,4.43,-0.917,0,NAVD,9444090
1981,6,2.329,1.982,1.732,1.061,1.092,0.452,-0.335,0.8240000000000001,2.32,1.28,0.25,0.7859999999999999,10.47,4.42,-1.0659999999999998,0,NAVD,9444090
1981,7,2.201,1.967,1.756,1.052,1.058,0.36,-0.408,0.7809999999999999,2.374,1.396,0.21,0.768,,,-1.206,1,NAVD,9444090
1981,8,2.064,1.906,1.747,1.073,1.0759999999999998,0.409,-0.179,0.863,2.088,1.338,0.162,0.588,,,-0.7490000000000001,0,NAVD,9444090
1981,9,2.061,1.814,1.707,1.092,1.104,0.4970000000000001,0.025,0.921,1.7919999999999998,1.213,0.107,0.472,10.68,4.44,-0.35,0,NAVD,9444090
1981,10,2.165,1.912,1.796,1.18,1.2009999999999998,0.604,0.037000000000000005,0.976,1.875,1.189,0.119,0.5670000000000001,10.56,4.38,-0.679,0,NAVD,9444090
1981,11,2.924,2.171,1.985,1.32,1.357,0.7290000000000001,-0.027000000000000003,1.07,2.198,1.256,0.18600000000000005,0.7559999999999999,,,-0.545,0,NAVD,9444090
1981,12,2.738,2.262,2.055,1.329,1.342,0.628,-0.1,1.083,2.362,1.426,0.207,0.728,,,-1.042,0,NAVD,9444090
1982,1,2.393,2.131,1.918,1.217,1.214,0.513,-0.118,1.006,2.249,1.408,0.213,0.628,,,-1.213,0,NAVD,9444090
1982,2,2.412,2.104,1.973,1.259,1.244,0.519,0.04,1.07,2.06,1.454,0.131,0.475,,,-1.017,0,NAVD,9444090
1982,3,2.408,2.0340000000000003,1.906,1.275,1.287,0.6679999999999999,0.132,1.083,1.902,1.234,0.131,0.536,,,-0.457,0,NAVD,9444090
1982,4,2.232,1.988,1.872,1.223,1.238,0.601,0.028,1.006,1.963,1.271,0.116,0.5760000000000001,,,-0.789,0,NAVD,9444090
1982,5,2.165,1.884,1.692,1.028,1.043,0.394,-0.246,0.82,2.131,1.298,0.192,0.637,,,-1.246,0,NAVD,9444090
1982,6,2.421,2.029,1.781,1.11,1.143,0.504,-0.249,0.89,2.278,1.277,0.248,0.753,2.42,8.77,-1.219,0,NAVD,9444090
1982,7,2.369,2.012,1.79,1.095,1.113,0.436,-0.277,0.866,2.289,1.3530000000000002,0.223,0.713,,,-1.182,0,NAVD,9444090
1982,8,2.186,1.96,1.802,1.116,1.119,0.436,-0.17,0.894,2.131,1.369,0.155,0.607,,,-0.932,0,NAVD,9444090
1982,9,2.085,1.903,1.802,1.162,1.18,0.555,0.013,0.958,1.89,1.247,0.101,0.546,,,-0.557,0,NAVD,9444090
1982,10,2.354,2.015,1.878,1.247,1.211,0.54,0.122,1.067,1.896,1.338,0.13699999999999998,0.421,,,-0.454,0,NAVD,9444090
1982,11,2.86,2.247,2.079,1.366,1.39,0.705,0.025,1.134,2.222,1.372,0.168,0.68,,,-0.612,0,NAVD,9444090
1982,12,2.805,2.366,2.174,1.403,1.43,0.6890000000000001,-0.121,1.122,2.487,1.487,0.192,0.8109999999999999,,,-1.188,0,NAVD,9444090
1983,1,2.966,2.427,2.241,1.4880000000000002,1.485,0.7290000000000001,0.001,1.214,2.426,1.5119999999999998,0.18600000000000005,0.728,,,-0.911,0,NAVD,9444090
1983,2,2.555,2.363,2.213,1.515,1.525,0.8390000000000001,0.226,1.293,2.134,1.378,0.146,0.61,,,-0.444,0,NAVD,9444090
1983,3,2.436,2.177,2.061,1.43,1.442,0.82,0.302,1.241,1.871,1.241,0.113,0.518,,,-0.234,0,NAVD,9444090
1983,4,2.216,1.96,1.832,1.189,1.208,0.583,0.013,0.988,1.948,1.253,0.128,0.5670000000000001,,,-0.469,0,NAVD,9444090
1983,5,2.168,1.994,1.817,1.141,1.168,0.519,-0.195,0.9,2.192,1.298,0.18,0.716,,,-0.914,0,NAVD,9444090
1983,6,2.381,2.055,1.845,1.144,1.183,0.519,-0.268,0.894,2.32,1.3259999999999998,0.21,0.7859999999999999,,,-1.063,0,NAVD,9444090
1983,7,2.384,2.0980000000000003,1.869,1.18,1.18,0.491,-0.173,0.961,2.271,1.378,0.229,0.664,,,-1.121,0,NAVD,9444090
1983,8,2.421,2.049,1.86,1.177,1.171,0.482,-0.073,0.988,2.1180000000000003,1.378,0.189,0.555,,,-0.99,0,NAVD,9444090
1983,9,2.174,1.933,1.814,1.156,1.171,0.531,-0.051,0.939,1.984,1.283,0.119,0.5820000000000001,,,-0.682,0,NAVD,9444090
1983,10,2.143,1.933,1.814,1.15,1.171,0.528,-0.067,0.933,1.999,1.286,0.119,0.591,,,-0.487,0,NAVD,9444090
1983,11,2.625,2.357,2.177,1.464,1.494,0.8109999999999999,0.174,1.265,2.182,1.366,0.18,0.637,,,-0.652,0,NAVD,9444090
1983,12,2.354,2.198,1.976,1.214,1.198,0.418,-0.262,0.97,2.457,1.558,0.223,0.68,,,-1.213,0,NAVD,9444090
1984,1,2.302,2.107,1.963,1.144,1.159,0.35700000000000004,-0.359,0.872,2.466,1.606,0.14300000000000002,0.716,,,-1.24,0,NAVD,9444090
1984,2,2.5860000000000003,2.0980000000000003,1.954,1.272,1.275,0.595,-0.036000000000000004,1.031,2.137,1.359,0.14300000000000002,0.634,,,-0.779,0,NAVD,9444090
1984,3,2.393,1.967,1.863,1.229,1.22,0.5770000000000001,0.083,1.025,1.887,1.286,0.104,0.494,,,-0.341,0,NAVD,9444090
1984,4,2.384,1.924,1.781,1.137,1.144,0.507,-0.006,0.958,1.929,1.274,0.14300000000000002,0.512,,,-0.472,0,NAVD,9444090
1984,5,2.214,1.997,1.7990000000000002,1.107,1.125,0.452,-0.249,0.875,2.249,1.347,0.201,0.701,,,-0.865,0,NAVD,9444090
1984,6,2.354,2.024,1.796,1.073,1.067,0.336,-0.393,0.8140000000000001,2.417,1.46,0.229,0.732,,,-1.078,0,NAVD,9444090
1984,7,2.333,2.012,1.79,1.064,1.043,0.293,-0.408,0.802,2.42,1.5,0.219,0.701,,,-0.99,0,NAVD,9444090
1984,8,2.238,2.003,1.838,1.119,1.083,0.324,-0.16699999999999998,0.918,2.17,1.515,0.165,0.491,,,-0.725,0,NAVD,9444090
1984,9,2.153,1.921,1.823,1.144,1.141,0.455,-0.079,0.921,2.003,1.366,0.101,0.536,,,-0.453,0,NAVD,9444090
1984,10,2.339,2.0,1.878,1.211,1.244,0.613,-0.057,0.973,2.057,1.262,0.125,0.6709999999999999,,,-0.7859999999999999,0,NAVD,9444090
1984,11,2.564,2.299,2.125,1.4,1.3969999999999998,0.6709999999999999,0.013,1.156,2.286,1.454,0.174,0.6579999999999999,,,-0.85,0,NAVD,9444090
1984,12,2.448,2.1590000000000003,1.954,1.205,1.098,0.244,-0.213,0.973,2.371,1.713,0.204,0.454,,,-1.093,0,NAVD,9444090
1985,1,2.311,2.043,1.887,1.11,1.107,0.327,-0.338,0.8540000000000001,2.38,1.564,0.155,0.6609999999999999,,,-0.929,0,NAVD,9444090
1985,2,2.512,1.948,1.796,1.0759999999999998,1.0490000000000002,0.302,-0.28,0.836,2.225,1.494,0.149,0.579,,,-1.039,0,NAVD,9444090
1985,3,2.116,1.848,1.747,1.061,1.058,0.369,-0.17600000000000002,0.836,2.024,1.378,0.101,0.546,,,-0.615,0,NAVD,9444090
1985,4,2.162,1.887,1.747,1.083,1.125,0.503,-0.17600000000000002,0.857,2.063,1.241,0.14,0.68,,,-0.74,0,NAVD,9444090
1985,5,2.339,1.954,1.732,1.043,1.092,0.449,-0.28600000000000003,0.836,2.237,1.283,0.223,0.735,,,-1.069,0,NAVD,9444090
1985,6,2.412,2.037,1.826,1.058,1.04,0.254,-0.441,0.799,2.478,1.5759999999999998,0.21,0.6920000000000001,,,-1.151,0,NAVD,9444090
1985,7,2.3480000000000003,2.049,1.86,1.08,1.0490000000000002,0.238,-0.4320000000000001,0.8079999999999999,2.484,1.622,0.189,0.6709999999999999,,,-1.176,0,NAVD,9444090
1985,8,2.18,1.939,1.808,1.067,1.052,0.293,-0.28300000000000003,0.83,2.225,1.515,0.131,0.579,,,-0.777,0,NAVD,9444090
1985,9,2.204,1.887,1.787,1.122,1.119,0.449,-0.036000000000000004,0.924,1.923,1.338,0.098,0.485,,,-0.46,0,NAVD,9444090
1985,10,2.277,1.942,1.811,1.147,1.113,0.415,-0.106,0.918,2.048,1.396,0.131,0.521,,,-0.847,0,NAVD,9444090
1985,11,2.378,2.009,1.832,1.107,1.067,0.305,-0.313,0.848,2.323,1.527,0.177,0.616,,,-1.222,0,NAVD,9444090
1985,12,2.366,2.076,1.896,1.107,1.116,0.333,-0.417,0.83,2.4930000000000003,1.564,0.18,0.75,,,-1.426,0,NAVD,9444090
1986,1,2.738,2.2840000000000003,2.113,1.329,1.2990000000000002,0.488,-0.16399999999999998,1.058,2.451,1.622,0.174,0.655,,,-0.984,0,NAVD,9444090
1986,2,2.506,2.186,2.043,1.317,1.293,0.54,-0.009000000000000001,1.089,2.195,1.503,0.14300000000000002,0.552,,,-0.929,0,NAVD,9444090
1986,3,2.265,2.055,1.973,1.25,1.232,0.488,0.004,1.028,2.051,1.484,0.08199999999999999,0.488,,,-0.551,0,NAVD,9444090
1986,4,2.326,1.893,1.765,1.064,1.086,0.409,-0.231,0.83,2.124,1.356,0.128,0.64,,,-0.969,0,NAVD,9444090
1986,5,2.454,1.988,1.814,1.089,1.119,0.424,-0.271,0.86,2.259,1.393,0.174,0.695,,,-1.219,0,NAVD,9444090
1986,6,2.372,2.043,1.82,1.08,1.04,0.257,-0.35,0.845,2.39,1.564,0.219,0.607,,,-1.383,0,NAVD,9444090
1986,7,2.299,2.012,1.842,1.064,0.97,0.101,-0.362,0.8240000000000001,2.374,1.74,0.171,0.463,,,-1.286,0,NAVD,9444090
1986,8,2.28,1.963,1.829,1.086,1.067,0.308,-0.255,0.8540000000000001,2.222,1.521,0.134,0.564,,,-0.914,0,NAVD,9444090
1986,9,,1.963,1.86,1.116,1.104,0.348,-0.112,0.924,2.076,1.5119999999999998,0.104,0.46,,,,11,NAVD,9444090
1986,10,,1.936,1.811,1.086,1.089,0.366,-0.155,0.8909999999999999,2.091,1.445,0.125,0.521,,,,11,NAVD,9444090
1986,11,,2.0980000000000003,1.912,1.147,1.159,0.406,-0.243,0.927,2.341,1.506,0.18600000000000005,0.649,,,,11,NAVD,9444090
1986,12,2.774,2.2840000000000003,2.131,1.259,1.18,0.229,-0.332,0.976,2.615,1.902,0.152,0.561,,,-1.194,0,NAVD,9444090
1987,1,2.78,2.259,2.076,1.269,1.265,0.455,-0.274,0.994,2.533,1.625,0.183,0.728,,,-0.996,0,NAVD,9444090
1987,2,2.607,2.162,2.052,1.29,1.284,0.519,-0.033,1.064,2.198,1.533,0.11,0.552,,,-0.841,0,NAVD,9444090
1987,3,2.448,2.055,1.93,1.269,1.232,0.531,0.092,1.073,1.963,1.399,0.122,0.439,,,-0.487,0,NAVD,9444090
1987,4,2.1830000000000003,1.912,1.753,1.083,1.0759999999999998,0.403,-0.195,0.857,2.106,1.35,0.158,0.597,,,-0.755,0,NAVD,9444090
1987,5,2.412,2.031,1.848,1.128,1.125,0.403,-0.289,0.872,2.32,1.445,0.18600000000000005,0.6920000000000001,,,-1.078,0,NAVD,9444090
1987,6,2.381,2.012,1.835,1.061,0.955,0.077,-0.42,0.7959999999999999,2.432,1.759,0.177,0.4970000000000001,,,-1.341,0,NAVD,9444090
1987,7,2.466,2.085,1.872,1.141,1.089,0.302,-0.277,0.906,2.362,1.57,0.213,0.579,,,-1.298,0,NAVD,9444090
1987,8,2.3480000000000003,1.988,1.817,1.092,1.067,0.321,-0.201,0.894,2.188,1.497,0.171,0.521,,,-1.054,0,NAVD,9444090
1987,9,2.095,1.899,1.7990000000000002,1.092,1.055,0.314,-0.173,0.863,2.073,1.484,0.101,0.488,,,-0.764,0,NAVD,9444090
1987,10,2.146,1.906,1.79,1.089,1.083,0.375,-0.191,0.857,2.097,1.414,0.116,0.5670000000000001,,,-0.868,0,NAVD,9444090
1987,11,2.515,2.113,1.921,1.195,1.153,0.388,-0.182,0.967,2.295,1.533,0.192,0.57,,,-0.899,0,NAVD,9444090
1987,12,2.783,2.2840000000000003,2.14,1.29,1.171,0.205,-0.259,1.012,2.539,1.935,0.14300000000000002,0.46,,,-1.304,0,NAVD,9444090
1988,1,2.661,2.21,2.04,1.247,1.141,0.238,-0.265,0.973,2.478,1.801,0.171,0.506,,,-1.173,0,NAVD,9444090
1988,2,2.265,1.942,1.796,1.08,1.052,0.308,-0.249,0.845,2.188,1.49,0.14300000000000002,0.555,,,-1.075,0,NAVD,9444090
1988,3,2.265,1.875,1.756,1.098,1.07,0.382,-0.076,0.9,1.951,1.375,0.119,0.457,,,-0.667,0,NAVD,9444090
1988,4,2.137,1.936,1.784,1.116,1.128,0.473,-0.1,0.918,2.036,1.311,0.152,0.573,,,-0.7609999999999999,0,NAVD,9444090
1988,5,2.332,2.031,1.848,1.122,1.089,0.333,-0.295,0.866,2.323,1.515,0.183,0.625,,,-0.862,0,NAVD,9444090
1988,6,2.363,2.043,1.863,1.073,0.988,0.116,-0.441,0.802,2.484,1.747,0.183,0.555,,,-1.136,0,NAVD,9444090
1988,7,2.3080000000000003,2.021,1.82,1.043,1.003,0.183,-0.438,0.79,2.457,1.64,0.198,0.622,,,-1.115,0,NAVD,9444090
1988,8,2.207,1.97,1.817,1.073,1.043,0.272,-0.219,0.875,2.185,1.545,0.149,0.488,,,-0.8190000000000001,0,NAVD,9444090
1988,9,2.171,1.857,1.744,1.055,1.043,0.342,-0.204,0.8270000000000001,2.06,1.405,0.113,0.546,,,-0.649,0,NAVD,9444090
1988,10,2.207,1.89,1.759,1.0759999999999998,1.073,0.391,-0.237,0.8270000000000001,2.128,1.369,0.131,0.628,,,-1.075,0,NAVD,9444090
1988,11,2.86,2.198,2.037,1.287,1.226,0.415,-0.121,1.037,2.323,1.622,0.162,0.539,,,-0.737,0,NAVD,9444090
1988,12,2.573,2.088,1.909,1.107,0.994,0.08,-0.359,0.863,2.448,1.829,0.18,0.442,,,-1.091,0,NAVD,9444090
1989,1,2.326,2.085,1.933,1.131,1.022,0.107,-0.298,0.894,2.384,1.829,0.152,0.405,,,-1.063,0,NAVD,9444090
1989,2,2.082,1.93,1.787,1.037,0.988,0.193,-0.329,0.802,2.259,1.594,0.14300000000000002,0.521,,,-1.252,0,NAVD,9444090
1989,3,2.543,2.0580000000000003,1.948,1.25,1.232,0.513,-0.009000000000000001,1.025,2.063,1.436,0.11,0.521,,,-0.478,0,NAVD,9444090
1989,4,2.201,1.948,1.808,1.128,1.119,0.43,-0.155,0.897,2.103,1.378,0.14,0.585,,,-0.8859999999999999,0,NAVD,9444090
1989,5,2.3080000000000003,1.997,1.774,1.083,1.0490000000000002,0.321,-0.277,0.86,2.271,1.454,0.223,0.597,,,-1.121,0,NAVD,9444090
1989,6,2.454,2.0340000000000003,1.857,1.073,1.003,0.147,-0.441,0.7959999999999999,2.472,1.71,0.174,0.588,,,-1.182,0,NAVD,9444090
1989,7,2.369,2.031,1.857,1.086,0.988,0.119,-0.399,0.8170000000000001,2.4290000000000003,1.737,0.174,0.518,,,-0.938,0,NAVD,9444090
1989,8,2.253,1.948,1.808,1.0759999999999998,1.052,0.299,-0.237,0.857,2.188,1.5119999999999998,0.14,0.536,,,-0.728,0,NAVD,9444090
1989,9,2.277,1.893,1.79,1.098,1.08,0.3720000000000001,-0.067,0.912,1.963,1.4169999999999998,0.107,0.439,,,-0.569,0,NAVD,9444090
1989,10,2.247,1.936,1.781,1.125,1.141,0.4970000000000001,-0.161,0.888,2.097,1.286,0.155,0.6579999999999999,,,-0.981,0,NAVD,9444090
1989,11,2.485,2.07,1.89,1.144,1.08,0.269,-0.307,0.8809999999999999,2.377,1.622,0.18,0.579,,,-1.35,0,NAVD,9444090
1989,12,2.39,2.0980000000000003,1.951,1.119,1.037,0.122,-0.423,0.8390000000000001,2.521,1.829,0.146,0.546,,,-1.402,0,NAVD,9444090
1990,1,2.689,2.198,2.012,1.241,1.2009999999999998,0.394,-0.16699999999999998,1.016,2.365,1.615,0.189,0.561,,,-1.039,0,NAVD,9444090
1990,2,2.576,2.076,1.924,1.205,1.131,0.342,-0.085,0.994,2.161,1.582,0.152,0.4270000000000001,,,-0.603,0,NAVD,9444090
1990,3,2.216,1.93,1.811,1.116,1.086,0.36,-0.134,0.9,2.063,1.4480000000000002,0.122,0.494,,,-0.792,0,NAVD,9444090
1990,4,2.36,1.915,1.759,1.083,1.0759999999999998,0.394,-0.222,0.845,2.137,1.369,0.152,0.613,,,-1.027,0,NAVD,9444090
1990,5,2.405,1.96,1.7619999999999998,1.067,1.11,0.458,-0.316,0.82,2.277,1.305,0.198,0.774,,,-1.246,0,NAVD,9444090
1990,6,,2.052,1.808,1.131,1.131,0.455,-0.28300000000000003,0.884,2.335,1.3530000000000002,0.244,0.738,,,,11,NAVD,9444090
1990,7,,2.018,1.829,1.098,1.098,0.366,-0.298,0.86,2.316,1.463,0.189,0.664,,,,11,NAVD,9444090
