Station ID,Station Name,Value,Variable,Download Timestamp
300220,Chimacum,99999%,Soil Moisture,2019-06-24 17:41
300220,Chimacum,99999 W/m2,Solar Radiation,2019-06-24 17:41
300220,Chimacum,NA99999  mph,Wind,2019-06-24 17:41
310102,Puyallup,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
310102,Puyallup,"This station is commonly called Puyallup and the closest city is Puyallup, Pierce County, Washington within the 98371 zipcode.  The weather in Puyallup is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 47.19°, longitude -122.33°, elevation 34 ft. and can be viewed on the map.  The weather station was installed on June 01, 1995 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 28, 2019.  The nearest stations are Olympia.E which is 29.2 miles away, Seattle which is 32.1 miles away and Tumwater which is 34.4 miles away.   If you would like more information about this weather station Puyallup, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
310102,Puyallup,99999 inches,Air Pressure,2019-06-24 17:41
310102,Puyallup,99999°F,Air Temperature,2019-06-24 17:41
310102,Puyallup,99999°F,Dew Point,2019-06-24 17:41
310102,Puyallup,34 feet,Elevation,2019-06-24 17:41
310102,Puyallup,"June, 01 1995",Installation Date,2019-06-24 17:41
310102,Puyallup,47.19°,Latitude,2019-06-24 17:41
310102,Puyallup,99999 unity,Leaf wetness,2019-06-24 17:41
310102,Puyallup,-122.33°,Longitude,2019-06-24 17:41
310102,Puyallup,99999 inches,Precipitation (Today),2019-06-24 17:41
310102,Puyallup,99999%,Relative Humidity,2019-06-24 17:41
310102,Puyallup,99999 W/m2,Solar Radiation,2019-06-24 17:41
310102,Puyallup,NA99999  mph,Wind,2019-06-24 17:41
330021,Fir.Island,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330021,Fir.Island,"This station is commonly called Fir.Island  and is located in Skagit County, Washington.  The coordinates of this station are latitude 48.36°, longitude -122.42°, elevation 0 ft. and can be viewed on the map.  The weather station was installed on April 03, 2008 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 21, 2019.  The nearest stations are Mt.Vernon which is 5.9 miles away, Sakuma which is 9.9 miles away and Arlington which is 14.0 miles away.   If you would like more information about this weather station Fir.Island, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330021,Fir.Island,99999°F,Air Temperature,2019-06-24 17:41
330021,Fir.Island,99999°F,Dew Point,2019-06-24 17:41
330021,Fir.Island,0 feet,Elevation,2019-06-24 17:41
330021,Fir.Island,"April, 03 2008",Installation Date,2019-06-24 17:41
330021,Fir.Island,48.36°,Latitude,2019-06-24 17:41
330021,Fir.Island,99999 unity,Leaf wetness,2019-06-24 17:41
330021,Fir.Island,-122.42°,Longitude,2019-06-24 17:41
330021,Fir.Island,99999 inches,Precipitation (Today),2019-06-24 17:41
330021,Fir.Island,99999%,Relative Humidity,2019-06-24 17:41
330021,Fir.Island,99999 W/m2,Solar Radiation,2019-06-24 17:41
330021,Fir.Island,NA99999  mph,Wind,2019-06-24 17:41
330024,Lawrence,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330024,Lawrence,"This station is commonly called Lawrence  and is located in Whatcom County, Washington.  The coordinates of this station are latitude 48.88°, longitude -122.32°, elevation 148 ft. and can be viewed on the map.  The weather station was installed on April 28, 2008 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 26, 2019.  The nearest stations are Nooksack which is 5.8 miles away, Ten Mile which is 7.1 miles away and Lynden which is 9.5 miles away.   If you would like more information about this weather station Lawrence, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330024,Lawrence,99999°F,Air Temperature,2019-06-24 17:41
330024,Lawrence,99999°F,Dew Point,2019-06-24 17:41
330024,Lawrence,148 feet,Elevation,2019-06-24 17:41
330024,Lawrence,"April, 28 2008",Installation Date,2019-06-24 17:41
330024,Lawrence,48.88°,Latitude,2019-06-24 17:41
330024,Lawrence,99999 unity,Leaf wetness,2019-06-24 17:41
330024,Lawrence,-122.32°,Longitude,2019-06-24 17:41
330024,Lawrence,99999 inches,Precipitation (15 Minute),2019-06-24 17:41
330024,Lawrence,99999 inches,Precipitation (Today),2019-06-24 17:41
330024,Lawrence,99999%,Relative Humidity,2019-06-24 17:41
330024,Lawrence,99999 W/m2,Solar Radiation,2019-06-24 17:41
330024,Lawrence,NA99999  mph,Wind,2019-06-24 17:41
330025,Ten Mile,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330025,Ten Mile,"This station is commonly called Ten Mile  and is located in Whatcom County, Washington.  The coordinates of this station are latitude 48.87°, longitude -122.48°, elevation 67 ft. and can be viewed on the map.  The weather station was installed on April 04, 2008 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 26, 2019.  The nearest stations are Lynden which is 5.1 miles away, Lawrence which is 7.1 miles away and Nooksack which is 10.3 miles away.   If you would like more information about this weather station Ten Mile, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330025,Ten Mile,99999°F,Air Temperature,2019-06-24 17:41
330025,Ten Mile,99999°F,Dew Point,2019-06-24 17:41
330025,Ten Mile,67 feet,Elevation,2019-06-24 17:41
330025,Ten Mile,"April, 04 2008",Installation Date,2019-06-24 17:41
330025,Ten Mile,48.87°,Latitude,2019-06-24 17:41
330025,Ten Mile,99999 unity,Leaf wetness,2019-06-24 17:41
330025,Ten Mile,-122.48°,Longitude,2019-06-24 17:41
330025,Ten Mile,99999 inches,Precipitation (15 Minute),2019-06-24 17:41
330025,Ten Mile,99999 inches,Precipitation (Today),2019-06-24 17:41
330025,Ten Mile,99999%,Relative Humidity,2019-06-24 17:41
330025,Ten Mile,99999 W/m2,Solar Radiation,2019-06-24 17:41
330025,Ten Mile,NA99999  mph,Wind,2019-06-24 17:41
330026,Woodinvill,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330026,Woodinvill,"This station is commonly called Woodinvill and the closest city is Woodinville, King County, Washington within the 98072 zipcode.  The weather in Woodinville is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 47.75°, longitude -122.15°, elevation 47 ft. and can be viewed on the map.  The weather station was installed on July 23, 2008 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 20, 2019.  The nearest stations are Seattle which is 8.9 miles away, Snohomish which is 10.8 miles away and Langley which is 21.7 miles away.   If you would like more information about this weather station Woodinvill, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330026,Woodinvill,99999°F,Air Temperature,2019-06-24 17:41
330026,Woodinvill,99999°F,Dew Point,2019-06-24 17:41
330026,Woodinvill,47 feet,Elevation,2019-06-24 17:41
330026,Woodinvill,"July, 23 2008",Installation Date,2019-06-24 17:41
330026,Woodinvill,47.75°,Latitude,2019-06-24 17:41
330026,Woodinvill,99999 unity,Leaf wetness,2019-06-24 17:41
330026,Woodinvill,-122.15°,Longitude,2019-06-24 17:41
330026,Woodinvill,99999 inches,Precipitation (15 Minute),2019-06-24 17:41
330026,Woodinvill,99999 inches,Precipitation (Today),2019-06-24 17:41
330026,Woodinvill,99999%,Relative Humidity,2019-06-24 17:41
330026,Woodinvill,99999 W/m2,Solar Radiation,2019-06-24 17:41
330026,Woodinvill,NA99999  mph,Wind,2019-06-24 17:41
330039,Sequim,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330039,Sequim,"This station is commonly called Sequim  and is located in Clallam County, Washington.  The coordinates of this station are latitude 48.09°, longitude -123.06°, elevation 100 ft. and can be viewed on the map.  The weather station was installed on November 05, 2008 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 27, 2019.  The nearest stations are Chimacum which is 14.1 miles away, Coupeville which is 18.8 miles away and Langley which is 29.5 miles away.   If you would like more information about this weather station Sequim, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330039,Sequim,99999°F,Air Temperature,2019-06-24 17:41
330039,Sequim,99999°F,Dew Point,2019-06-24 17:41
330039,Sequim,100 feet,Elevation,2019-06-24 17:41
330039,Sequim,"November, 05 2008",Installation Date,2019-06-24 17:41
330039,Sequim,48.09°,Latitude,2019-06-24 17:41
330039,Sequim,99999 unity,Leaf wetness,2019-06-24 17:41
330039,Sequim,-123.06°,Longitude,2019-06-24 17:41
330039,Sequim,99999 inches,Precipitation (Today),2019-06-24 17:41
330039,Sequim,99999%,Relative Humidity,2019-06-24 17:41
330039,Sequim,99999 W/m2,Solar Radiation,2019-06-24 17:41
330039,Sequim,NA99999  mph,Wind,2019-06-24 17:41
330061,Nooksack,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330061,Nooksack,"This station is commonly called Nooksack  and is located in Whatcom County, Washington.  The coordinates of this station are latitude 48.97°, longitude -122.31°, elevation 82 ft. and can be viewed on the map.  The weather station was installed on May 14, 2002 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 26, 2019.  The nearest stations are Lawrence which is 5.8 miles away, Lynden which is 9.6 miles away and Ten Mile which is 10.3 miles away.   If you would like more information about this weather station Nooksack, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330061,Nooksack,99999°F,Air Temperature,2019-06-24 17:41
330061,Nooksack,99999°F,Dew Point,2019-06-24 17:41
330061,Nooksack,82 feet,Elevation,2019-06-24 17:41
330061,Nooksack,"May, 14 2002",Installation Date,2019-06-24 17:41
330061,Nooksack,48.97°,Latitude,2019-06-24 17:41
330061,Nooksack,99999 unity,Leaf wetness,2019-06-24 17:41
330061,Nooksack,-122.31°,Longitude,2019-06-24 17:41
330061,Nooksack,99999 inches,Precipitation (Today),2019-06-24 17:41
330061,Nooksack,99999%,Relative Humidity,2019-06-24 17:41
330061,Nooksack,99999 W/m2,Solar Radiation,2019-06-24 17:41
330061,Nooksack,NA99999  mph,Wind,2019-06-24 17:41
330063,Lynden,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330063,Lynden,"This station is commonly called Lynden  and is located in Whatcom County, Washington.  The coordinates of this station are latitude 48.94°, longitude -122.51°, elevation 68 ft. and can be viewed on the map.  The weather station was installed on May 15, 2002 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 23, 2019.  The nearest stations are Ten Mile which is 5.1 miles away, Lawrence which is 9.5 miles away and Nooksack which is 9.6 miles away.   If you would like more information about this weather station Lynden, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330063,Lynden,99999°F,Air Temperature,2019-06-24 17:41
330063,Lynden,99999°F,Dew Point,2019-06-24 17:41
330063,Lynden,68 feet,Elevation,2019-06-24 17:41
330063,Lynden,"May, 15 2002",Installation Date,2019-06-24 17:41
330063,Lynden,48.94°,Latitude,2019-06-24 17:41
330063,Lynden,99999 unity,Leaf wetness,2019-06-24 17:41
330063,Lynden,-122.51°,Longitude,2019-06-24 17:41
330063,Lynden,99999 inches,Precipitation (Today),2019-06-24 17:41
330063,Lynden,99999%,Relative Humidity,2019-06-24 17:41
330063,Lynden,99999 W/m2,Solar Radiation,2019-06-24 17:41
330063,Lynden,NA99999  mph,Wind,2019-06-24 17:41
330092,Seattle,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330092,Seattle,"This station is commonly called Seattle  and is located in King County, Washington.  The coordinates of this station are latitude 47.66°, longitude -122.29°, elevation 30 ft. and can be viewed on the map.  The weather station was installed on December 16, 2011 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 20, 2019.  The nearest stations are Woodinvill which is 8.9 miles away, Poulsbo.S which is 16.7 miles away and Snohomish which is 18.8 miles away.   If you would like more information about this weather station Seattle, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330092,Seattle,99999 inches,Air Pressure,2019-06-24 17:41
330092,Seattle,99999°F,Air Temperature,2019-06-24 17:41
330092,Seattle,99999°F,Dew Point,2019-06-24 17:41
330092,Seattle,30 feet,Elevation,2019-06-24 17:41
330092,Seattle,"December, 16 2011",Installation Date,2019-06-24 17:41
330092,Seattle,47.66°,Latitude,2019-06-24 17:41
330092,Seattle,99999 unity,Leaf wetness,2019-06-24 17:41
330092,Seattle,-122.29°,Longitude,2019-06-24 17:41
330092,Seattle,99999 inches,Precipitation (15 Minute),2019-06-24 17:41
330092,Seattle,99999 inches,Precipitation (Today),2019-06-24 17:41
330092,Seattle,99999%,Relative Humidity,2019-06-24 17:41
330092,Seattle,99999 W/m2,Solar Radiation,2019-06-24 17:41
330092,Seattle,NA99999  mph,Wind,2019-06-24 17:41
330101,Mt.Vernon,99999 °F,"2"" Soil Temperature",2019-06-24 17:41
330101,Mt.Vernon,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330101,Mt.Vernon,"This station is commonly called Mt.Vernon and the closest city is Mount Vernon, Skagit County, Washington within the 98273 zipcode.  The weather in Mount Vernon is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 48.44°, longitude -122.39°, elevation 23 ft. and can be viewed on the map.  The weather station was installed on November 01, 1993 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 21, 2019.  The nearest stations are Sakuma which is 4.1 miles away, Fir.Island which is 5.9 miles away and Arlington which is 17.9 miles away.   If you would like more information about this weather station Mt.Vernon, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330101,Mt.Vernon,99999 inches,Air Pressure,2019-06-24 17:41
330101,Mt.Vernon,99999°F,Air Temperature,2019-06-24 17:41
330101,Mt.Vernon,99999°F,Dew Point,2019-06-24 17:41
330101,Mt.Vernon,23 feet,Elevation,2019-06-24 17:41
330101,Mt.Vernon,"November, 01 1993",Installation Date,2019-06-24 17:41
330101,Mt.Vernon,48.44°,Latitude,2019-06-24 17:41
330101,Mt.Vernon,99999 unity,Leaf wetness,2019-06-24 17:41
330101,Mt.Vernon,-122.39°,Longitude,2019-06-24 17:41
330101,Mt.Vernon,99999 inches,Precipitation (Today),2019-06-24 17:41
330101,Mt.Vernon,99999%,Relative Humidity,2019-06-24 17:41
330101,Mt.Vernon,99999 W/m2,Solar Radiation,2019-06-24 17:41
330101,Mt.Vernon,NA99999  mph,Wind,2019-06-24 17:41
330151,Olympia.E,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330151,Olympia.E,"This station is commonly called Olympia.E and the closest city is Olympia, Thurston County, Washington.  The weather in Olympia is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 46.95°, longitude -122.84°, elevation 200 ft. and can be viewed on the map.  The weather station was installed on February 09, 2010 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 28, 2019.  The nearest stations are Tumwater which is 6.1 miles away, Chehalis which is 20.2 miles away and Puyallup which is 29.2 miles away.   If you would like more information about this weather station Olympia.E, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330151,Olympia.E,99999°F,Air Temperature,2019-06-24 17:41
330151,Olympia.E,99999°F,Dew Point,2019-06-24 17:41
330151,Olympia.E,200 feet,Elevation,2019-06-24 17:41
330151,Olympia.E,"February, 09 2010",Installation Date,2019-06-24 17:41
330151,Olympia.E,46.95°,Latitude,2019-06-24 17:41
330151,Olympia.E,99999 unity,Leaf wetness,2019-06-24 17:41
330151,Olympia.E,-122.84°,Longitude,2019-06-24 17:41
330151,Olympia.E,99999 inches,Precipitation (Today),2019-06-24 17:41
330151,Olympia.E,99999%,Relative Humidity,2019-06-24 17:41
330151,Olympia.E,99999 W/m2,Solar Radiation,2019-06-24 17:41
330151,Olympia.E,NA99999  mph,Wind,2019-06-24 17:41
330153,Tumwater,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330153,Tumwater,"This station is commonly called Tumwater  and is located in Thurston County, Washington.  The coordinates of this station are latitude 46.95°, longitude -122.96°, elevation 191 ft. and can be viewed on the map.  The weather station was installed on August 11, 2011 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 28, 2019.  The nearest stations are Olympia.E which is 6.1 miles away, Chehalis which is 18.8 miles away and Montesano which is 25.1 miles away.   If you would like more information about this weather station Tumwater, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330153,Tumwater,99999 inches,Air Pressure,2019-06-24 17:41
330153,Tumwater,99999°F,Air Temperature,2019-06-24 17:41
330153,Tumwater,99999°F,Dew Point,2019-06-24 17:41
330153,Tumwater,191 feet,Elevation,2019-06-24 17:41
330153,Tumwater,"August, 11 2011",Installation Date,2019-06-24 17:41
330153,Tumwater,46.95°,Latitude,2019-06-24 17:41
330153,Tumwater,99999 unity,Leaf wetness,2019-06-24 17:41
330153,Tumwater,-122.96°,Longitude,2019-06-24 17:41
330153,Tumwater,99999 inches,Precipitation (Today),2019-06-24 17:41
330153,Tumwater,99999%,Relative Humidity,2019-06-24 17:41
330153,Tumwater,99999 W/m2,Solar Radiation,2019-06-24 17:41
330153,Tumwater,NA99999  mph,Wind,2019-06-24 17:41
330159,Sakuma,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330159,Sakuma,"This station is commonly called Sakuma  and is located in Skagit County, Washington.  The coordinates of this station are latitude 48.5°, longitude -122.38°, elevation 28 ft. and can be viewed on the map.  The weather station was installed on June 29, 2006 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 26, 2019.  The nearest stations are Mt.Vernon which is 4.1 miles away, Fir.Island which is 9.9 miles away and Arlington which is 21.6 miles away.   If you would like more information about this weather station Sakuma, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330159,Sakuma,99999°F,Air Temperature,2019-06-24 17:41
330159,Sakuma,99999°F,Dew Point,2019-06-24 17:41
330159,Sakuma,28 feet,Elevation,2019-06-24 17:41
330159,Sakuma,"June, 29 2006",Installation Date,2019-06-24 17:41
330159,Sakuma,48.50°,Latitude,2019-06-24 17:41
330159,Sakuma,99999 unity,Leaf wetness,2019-06-24 17:41
330159,Sakuma,-122.38°,Longitude,2019-06-24 17:41
330159,Sakuma,99999 inches,Precipitation (Today),2019-06-24 17:41
330159,Sakuma,99999%,Relative Humidity,2019-06-24 17:41
330159,Sakuma,99999 W/m2,Solar Radiation,2019-06-24 17:41
330159,Sakuma,NA99999  mph,Wind,2019-06-24 17:41
330162,Snohomish,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330162,Snohomish,"This station is commonly called Snohomish  and is located in Snohomish County, Washington.  The coordinates of this station are latitude 47.9°, longitude -122.11°, elevation 0 ft. and can be viewed on the map.  The weather station was installed on June 19, 2006 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 23, 2019.  The nearest stations are Woodinvill which is 10.8 miles away, Langley which is 16.2 miles away and Seattle which is 18.8 miles away.   If you would like more information about this weather station Snohomish, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330162,Snohomish,99999°F,Air Temperature,2019-06-24 17:41
330162,Snohomish,99999°F,Dew Point,2019-06-24 17:41
330162,Snohomish,0 feet,Elevation,2019-06-24 17:41
330162,Snohomish,"June, 19 2006",Installation Date,2019-06-24 17:41
330162,Snohomish,47.90°,Latitude,2019-06-24 17:41
330162,Snohomish,99999 unity,Leaf wetness,2019-06-24 17:41
330162,Snohomish,-122.11°,Longitude,2019-06-24 17:41
330162,Snohomish,99999 inches,Precipitation (Today),2019-06-24 17:41
330162,Snohomish,99999%,Relative Humidity,2019-06-24 17:41
330162,Snohomish,99999 W/m2,Solar Radiation,2019-06-24 17:41
330162,Snohomish,NA99999  mph,Wind,2019-06-24 17:41
330164,Coupeville,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330164,Coupeville,"This station is commonly called Coupeville and the closest city is Coupeville, Island County, Washington within the 98239 zipcode.  The weather in Coupeville is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 48.2°, longitude -122.69°, elevation 79 ft. and can be viewed on the map.  The weather station was installed on June 30, 2006 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 26, 2019.  The nearest stations are Chimacum which is 13.6 miles away, Fir.Island which is 16.3 miles away and Langley which is 18.1 miles away.   If you would like more information about this weather station Coupeville, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330164,Coupeville,99999°F,Air Temperature,2019-06-24 17:41
330164,Coupeville,99999°F,Dew Point,2019-06-24 17:41
330164,Coupeville,79 feet,Elevation,2019-06-24 17:41
330164,Coupeville,"June, 30 2006",Installation Date,2019-06-24 17:41
330164,Coupeville,48.20°,Latitude,2019-06-24 17:41
330164,Coupeville,99999 unity,Leaf wetness,2019-06-24 17:41
330164,Coupeville,-122.69°,Longitude,2019-06-24 17:41
330164,Coupeville,99999 inches,Precipitation (Today),2019-06-24 17:41
330164,Coupeville,99999%,Relative Humidity,2019-06-24 17:41
330164,Coupeville,99999 W/m2,Solar Radiation,2019-06-24 17:41
330164,Coupeville,NA99999  mph,Wind,2019-06-24 17:41
330169,Arlington,99999 °F,"2"" Soil Temperature",2019-06-24 17:41
330169,Arlington,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
330169,Arlington,"This station is commonly called Arlington and the closest city is Arlington, Snohomish County, Washington within the 98223 zipcode.  The weather in Arlington is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 48.2°, longitude -122.23°, elevation 33 ft. and can be viewed on the map.  The weather station was installed on November 16, 2017 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  May 22, 2019.  The nearest stations are Fir.Island which is 14.0 miles away, Langley which is 16.8 miles away and Mt.Vernon which is 17.9 miles away.   If you would like more information about this weather station Arlington, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
330169,Arlington,99999 inches,Air Pressure,2019-06-24 17:41
330169,Arlington,99999°F,Air Temperature,2019-06-24 17:41
330169,Arlington,99999°F,Dew Point,2019-06-24 17:41
330169,Arlington,33 feet,Elevation,2019-06-24 17:41
330169,Arlington,"November, 16 2017",Installation Date,2019-06-24 17:41
330169,Arlington,48.20°,Latitude,2019-06-24 17:41
330169,Arlington,99999 unity,Leaf wetness,2019-06-24 17:41
330169,Arlington,-122.23°,Longitude,2019-06-24 17:41
330169,Arlington,99999 inches,Precipitation (Today),2019-06-24 17:41
330169,Arlington,99999%,Relative Humidity,2019-06-24 17:41
330169,Arlington,99999 W/m2,Solar Radiation,2019-06-24 17:41
330169,Arlington,NA99999  mph,Wind,2019-06-24 17:41
355001,Poulsbo.S,99999 °F,"2"" Soil Temperature",2019-06-24 17:41
355001,Poulsbo.S,99999 °F,"8"" Soil Temperature",2019-06-24 17:41
